mmu-miR-7119-3p	miR-7119-3p
ptr-miR-329	miR-329/362
ptr-miR-362	miR-329/362
cfa-miR-329b	miR-329b
bta-miR-329a	miR-329/362-3p
bta-miR-362-3p	miR-329/362-3p
rno-miR-329-3p	miR-329-3p/362-3p
rno-miR-362-3p	miR-329-3p/362-3p
mmu-miR-329-3p	miR-329-3p/362-3p
mmu-miR-362-3p	miR-329-3p/362-3p
mml-miR-603	miR-603
rno-miR-3571	miR-3571
gga-miR-6704-5p	miR-6704-5p
mmu-miR-7229-3p	miR-7229-3p
rno-miR-3591	miR-3591
rno-miR-3594-3p	miR-3594-3p
mdo-miR-7395-5p	miR-7395-5p
ptr-miR-602	miR-602
gga-miR-6553-3p	miR-6553-3p
cfa-miR-8860	miR-8860
rno-miR-3587	miR-3587
mml-miR-141-3p	miR-141-3p
cfa-miR-141	miR-141
rno-miR-216b-3p	miR-216b-3p
mmu-miR-3572-3p	miR-3572-3p
gga-miR-6639-5p	miR-6639-5p
mml-miR-7191-5p	miR-7191-5p
rno-miR-1912-3p	miR-1912-3p
mmu-miR-1912-3p	miR-1912-3p
gga-miR-3524b-3p	miR-3524-3p
mmu-miR-3082-5p	miR-3082-5p
bta-miR-1721	miR-1721
bta-miR-3120	miR-3120
rno-miR-3120	miR-3120
bta-miR-21-3p	miR-21-3p
mdo-miR-21-3p	miR-21-3p
mml-miR-7163-3p	miR-7163-3p
mdo-miR-7289-3p	miR-7289-3p
gga-miR-460a-3p	miR-460-3p
gga-miR-460b-3p	miR-460-3p
mdo-miR-460-3p	miR-460-3p
rno-miR-674-3p	miR-674-3p
mmu-miR-674-3p	miR-674-3p
gga-miR-1781-5p	miR-1781-5p
gga-miR-1739	miR-1739/7442-5p
gga-miR-7442-5p	miR-1739/7442-5p
mmu-miR-6541	miR-6541
cfa-miR-8813	miR-8813
mmu-miR-6912-5p	miR-6912-5p
mmu-miR-3076-5p	miR-3076-5p
ptr-miR-552	miR-552
mmu-miR-3097-5p	miR-3097-5p
xtr-miR-2184	miR-2184
xtr-miR-101a	miR-101
mml-miR-101-3p	miR-101-3p
ptr-miR-101	miR-101
cfa-miR-101	miR-101
bta-miR-101	miR-101
rno-miR-101a-3p	miR-101-3p
rno-miR-101b-3p	miR-101-3p
mdo-miR-101-3p	miR-101-3p
mmu-miR-101a-3p.1	miR-101-3p.1
xtr-miR-199a-3p	miR-199-3p
gga-miR-199-3p	miR-199-3p
bta-miR-199c	miR-199
xtr-miR-144	miR-144
mml-miR-144	miR-144
ptr-miR-144	miR-144
cfa-miR-144	miR-144
bta-miR-144	miR-144
rno-miR-144-3p	miR-144-3p
mdo-miR-144-3p	miR-144-3p
mmu-miR-144-3p	miR-144-3p
mdo-miR-2970-5p	miR-2970-5p
gga-miR-1329-5p	miR-1329-5p
rno-miR-216a-3p	miR-216a-3p
mmu-miR-216a-3p	miR-216a-3p
ptr-miR-582	miR-582
cfa-miR-582	miR-582
rno-miR-582-5p	miR-582-5p
mdo-miR-7399-5p	miR-7399-5p
mmu-miR-466m-3p	miR-466mo-3p
mmu-miR-466o-3p	miR-466mo-3p
mmu-miR-1b-5p	miR-1b-5p
mml-miR-376c-3p	miR-376c-3p
ptr-miR-376c	miR-376c
bta-miR-376e	miR-376e
rno-miR-376c-3p	miR-376-3p/741-5p
rno-miR-741-5p	miR-376-3p/741-5p
mmu-miR-376c-3p	miR-376c-3p
mdo-miR-7385b-3p	miR-7385b-3p
gga-miR-1622	miR-1622/3607-5p
gga-miR-3607-5p	miR-1622/3607-5p
gga-miR-499-3p	miR-499-3p
mml-miR-499-3p	miR-499-3p
ptr-miR-499	miR-499
rno-miR-499-3p	miR-499-3p
rno-miR-448-5p	miR-448-5p
mmu-miR-697	miR-697
gga-miR-1613	miR-1613
mmu-miR-7232-5p	miR-7232-5p
mmu-miR-3082-3p	miR-3082-3p
mmu-miR-6408	miR-6408
mml-miR-323a-3p	miR-323a-3p
ptr-miR-323	miR-323
cfa-miR-323	miR-323
rno-miR-323-3p	miR-323-3p
mmu-miR-323-3p	miR-323-3p
xtr-miR-181a-5p	miR-181-5p
xtr-miR-181b	miR-181-5p
gga-miR-181a-5p	miR-181-5p
gga-miR-181b-5p	miR-181-5p
mml-miR-181a-5p	miR-181-5p
mml-miR-181b-5p	miR-181-5p
mml-miR-181c-5p	miR-181-5p
mml-miR-181d	miR-181-5p
ptr-miR-181a-5p	miR-181-5p
ptr-miR-181b	miR-181-5p
ptr-miR-181c	miR-181-5p
ptr-miR-181d	miR-181-5p
cfa-miR-181a	miR-181
cfa-miR-181b	miR-181
cfa-miR-181c	miR-181
cfa-miR-181d	miR-181
bta-miR-181a	miR-181
bta-miR-181b	miR-181
bta-miR-181c	miR-181
bta-miR-181d	miR-181
rno-miR-181a-5p	miR-181-5p
rno-miR-181b-5p	miR-181-5p
rno-miR-181c-5p	miR-181-5p
rno-miR-181d-5p	miR-181-5p
mdo-miR-181a-5p	miR-181-5p
mdo-miR-181b-5p	miR-181-5p
mmu-miR-181a-5p	miR-181-5p
mmu-miR-181b-5p	miR-181-5p
mmu-miR-181c-5p	miR-181-5p
mmu-miR-181d-5p	miR-181-5p
rno-miR-126b	miR-126
bta-miR-3596	miR-3596
gga-miR-7467-3p	miR-7467-3p
mml-miR-140-3p	miR-140-3p
bta-miR-140	miR-140
rno-miR-140-3p	miR-140-3p
mdo-miR-140-3p	miR-140-3p
mmu-miR-140-3p.2	miR-140-3p.2/497
mmu-miR-497b	miR-140-3p.2/497
gga-miR-1663-5p	miR-1663-5p
ptr-miR-634	miR-634
mdo-miR-7368-3p	miR-7368-3p
gga-miR-6560-3p	miR-6560-3p
gga-miR-6702-5p	miR-6702-5p
mmu-miR-470-3p	miR-470-3p
mmu-miR-1905	miR-1905
mmu-miR-7000-3p	miR-7000-3p
ptr-miR-510	miR-510
cfa-miR-8891	miR-8891
mml-miR-660-5p	miR-660-5p
ptr-miR-660	miR-660
cfa-miR-660	miR-660
bta-miR-660	miR-660
mmu-miR-6987-3p	miR-6987-3p
bta-miR-2431-3p	miR-2431-3p
mmu-miR-7020-3p	miR-7020-3p
xtr-miR-99	miR-99/100
xtr-miR-100	miR-99/100
gga-miR-99a-5p	miR-99-5p/100-5p
gga-miR-100-5p	miR-99-5p/100-5p
mml-miR-99a-5p	miR-99-5p/100-5p
mml-miR-99b-5p	miR-99-5p/100-5p
mml-miR-100-5p	miR-99-5p/100-5p
ptr-miR-99a	miR-99/100
ptr-miR-99b	miR-99/100
ptr-miR-100	miR-99/100
cfa-miR-99a	miR-99
cfa-miR-99b	miR-99
bta-miR-99a-5p	miR-99-5p/100
bta-miR-99b	miR-99-5p/100
bta-miR-100	miR-99-5p/100
rno-miR-99a-5p	miR-99-5p/100-5p
rno-miR-99b-5p	miR-99-5p/100-5p
rno-miR-100-5p	miR-99-5p/100-5p
mdo-miR-100-5p	miR-100-5p
mmu-miR-99a-5p	miR-99-5p/100-5p
mmu-miR-99b-5p	miR-99-5p/100-5p
mmu-miR-100-5p	miR-99-5p/100-5p
mmu-miR-7031-3p	miR-7031-3p
xtr-miR-10a	miR-10
xtr-miR-10b	miR-10
xtr-miR-10c	miR-10
gga-miR-10a-5p	miR-10-5p
gga-miR-10b-5p	miR-10-5p
mml-miR-10a-5p	miR-10-5p
mml-miR-10b-5p	miR-10-5p
ptr-miR-10a	miR-10
ptr-miR-10b	miR-10
cfa-miR-10a	miR-10
bta-miR-10a	miR-10
bta-miR-10b	miR-10
rno-miR-10a-5p	miR-10-5p
mdo-miR-10a-5p	miR-10-5p
mmu-miR-10a-5p	miR-10-5p
mmu-miR-10b-5p	miR-10-5p
mmu-miR-5618-5p	miR-5618-5p
bta-miR-4523	miR-4523
gga-miR-7477-3p	miR-7477-3p
bta-miR-2474	miR-2474
gga-miR-1732	miR-1732
rno-miR-463-5p	miR-463-5p
mmu-miR-463-5p	miR-463-5p
mmu-miR-7213-3p	miR-7213-3p
gga-miR-1760	miR-1760
mmu-miR-1927	miR-1927
mdo-miR-7331-5p	miR-7331-5p
ptr-miR-619	miR-619
gga-miR-221-5p	miR-221-5p
cfa-miR-631	miR-631
gga-miR-7478-5p	miR-7478-5p
rno-miR-582-3p	miR-582-3p
mmu-miR-6901-3p	miR-6901-3p
mml-miR-3200-3p	miR-3200-3p
ptr-miR-3200	miR-3200
gga-miR-6678-3p	miR-6678-3p
mdo-miR-7278-3p	miR-7278-3p
mdo-miR-7392-5p	miR-7392-5p
mmu-miR-6994-3p	miR-6994-3p
mmu-miR-466h-3p	miR-466h-3p
mml-miR-521	miR-521
ptr-miR-521	miR-521
mmu-miR-6392-3p	miR-6392-3p
mdo-miR-7399-3p	miR-7399-3p
gga-miR-122-3p	miR-122-3p
rno-miR-122-3p	miR-122-3p
mmu-miR-700-3p	miR-700-3p
cfa-miR-574	miR-574
mmu-miR-574-3p	miR-574-3p
mml-miR-1255b	miR-1255
mdo-miR-7250-5p	miR-7250-5p
mmu-miR-6241	miR-6241
mmu-miR-7082-5p	miR-7082-5p
mml-miR-552	miR-552
mml-miR-433-5p	miR-433-5p
rno-miR-433-5p	miR-433-5p
mmu-miR-433-5p	miR-433-5p
mmu-miR-6973a-5p	miR-6973a-5p
mml-miR-1277	miR-1277
bta-miR-1277	miR-1277
mmu-miR-741-5p	miR-741-5p
rno-miR-471-5p	miR-471-5p
mmu-miR-471-5p	miR-471-5p
bta-miR-2450c	miR-2450c
mml-miR-598-3p	miR-598-3p
ptr-miR-598	miR-598
rno-miR-598-3p	miR-598-3p
mmu-miR-598-3p	miR-598-3p
gga-miR-1798-5p	miR-1798-5p
mml-miR-519b	miR-519b
mmu-miR-6907-3p	miR-6907-3p
bta-miR-6527	miR-6527
mdo-miR-7386a-5p	miR-7386a-5p
mml-miR-942-3p	miR-942-3p
bta-miR-2408	miR-2408
mmu-miR-466f-5p	miR-466f-5p
rno-miR-1306-3p	miR-1306-3p
bta-miR-2481	miR-2481
rno-miR-190b-3p	miR-190b-3p
gga-miR-1457	miR-1457
mmu-miR-7647-5p	miR-7647-5p
mml-miR-28-3p	miR-28-3p
cfa-miR-28	miR-28
rno-miR-28-3p	miR-28-3p
mmu-miR-28a-3p	miR-28-3p
mdo-miR-7382-3p	miR-7382-3p
rno-miR-3596a	miR-3596a
rno-miR-3596b	miR-3596b
mml-miR-888	miR-888
rno-miR-742-5p	miR-742-5p
mmu-miR-742-5p	miR-742-5p
cfa-miR-8908f	miR-8908f
rno-miR-880-5p	miR-880-5p
mmu-miR-880-5p	miR-880-5p
mml-miR-512-5p	miR-512-5p
cfa-miR-506	miR-506
rno-miR-201-5p	miR-201-5p
mmu-miR-201-5p	miR-201-5p
gga-miR-1568	miR-1568
gga-miR-1632-3p	miR-1632-3p
cfa-miR-8879	miR-8879
mml-miR-3145-5p	miR-3145-5p
mdo-miR-7300-5p	miR-7300-5p
mml-miR-508-5p	miR-508-5p
rno-miR-509-5p	miR-509-5p
mmu-miR-509-5p	miR-509-5p
rno-miR-880-3p	miR-880-3p
mmu-miR-880-3p	miR-880-3p
mml-miR-510-5p	miR-510-5p
mdo-miR-7317-5p	miR-7317-5p
rno-miR-483-3p	miR-483-3p
mmu-miR-483-3p.1	miR-483-3p.1
rno-miR-3544	miR-3544
mmu-miR-6973a-3p	miR-6973a-3p
mmu-miR-7668-5p	miR-7668-5p
mmu-miR-7094-3p	miR-7094-3p
gga-miR-6582-3p	miR-6582-3p
mml-miR-514a-5p	miR-514a-5p
bta-miR-2319b	miR-2319
bta-miR-2297	miR-2297
bta-miR-2311	miR-2311
mmu-miR-6481	miR-6481
mmu-miR-8094	miR-8094
mmu-miR-883b-5p	miR-883b-5p
mml-miR-7208-5p	miR-7208-5p
cfa-miR-8890	miR-8890
mmu-miR-6985-5p	miR-6985-5p
bta-miR-2298	miR-2298
mmu-miR-468-5p	miR-468-5p
cfa-miR-8893	miR-8893
rno-miR-6321	miR-6321
xtr-miR-217	miR-217
gga-miR-217-5p	miR-217-5p
mml-miR-217b	miR-217
ptr-miR-217	miR-217
cfa-miR-217	miR-217
bta-miR-217	miR-217
rno-miR-217-5p	miR-217-5p
mdo-miR-217	miR-217/449-3p
mdo-miR-449c-3p	miR-217/449-3p
mmu-miR-217-5p	miR-217-5p
gga-miR-18b-3p	miR-18-3p
mdo-miR-18b-3p	miR-18-3p
mmu-miR-18b-3p	miR-18-3p/6920-3p
mmu-miR-6920-3p	miR-18-3p/6920-3p
gga-miR-1592	miR-1592
gga-miR-1567	miR-1567
mmu-miR-7038-3p	miR-7038-3p
mmu-miR-3081-5p	miR-3081-5p
xtr-miR-193	miR-193
gga-miR-193a-3p	miR-193-3p
gga-miR-193b-3p	miR-193-3p
mml-miR-193a-3p	miR-193-3p
mml-miR-193b-3p	miR-193-3p
ptr-miR-193a	miR-193
ptr-miR-193b	miR-193
bta-miR-193a-3p	miR-193-3p
bta-miR-193b	miR-193-3p
rno-miR-193a-3p	miR-193-3p
rno-miR-193b-3p	miR-193-3p
mdo-miR-193a-3p	miR-193-3p
mdo-miR-193b-3p	miR-193-3p
mmu-miR-193a-3p	miR-193-3p
mmu-miR-193b-3p	miR-193-3p
mml-miR-892b	miR-892b
gga-miR-7458-3p	miR-7458-3p
cfa-miR-8888	miR-8888
bta-miR-2384	miR-2384
mml-miR-20b-3p	miR-20b-3p
ptr-miR-1183	miR-1183
bta-miR-2362	miR-2362
mml-miR-892a	miR-892a
ptr-miR-892a	miR-892a
cfa-miR-8821	miR-8821
mmu-miR-881-3p	miR-881-3p
mml-miR-890-3p	miR-890-3p
gga-miR-7448-3p	miR-7448-3p
mml-miR-452-5p	miR-452-5p/892-3p
mml-miR-892c-3p	miR-452-5p/892-3p
ptr-miR-452	miR-452
cfa-miR-452	miR-452
rno-miR-452-5p	miR-452-5p
mmu-miR-452-5p	miR-452-5p
cfa-miR-8867	miR-8867
mmu-miR-3066-3p	miR-3066-3p
gga-miR-138-1-3p	miR-138-1-3p
cfa-miR-8874	miR-8874
cfa-miR-508a	miR-508a
mmu-miR-547-5p	miR-547-5p
mml-miR-890-5p	miR-890-5p
ptr-miR-890	miR-890
mdo-miR-7386c-5p	miR-7386c-5p
gga-miR-6711-5p	miR-6711-5p
mmu-miR-7217-5p	miR-7217-5p
mmu-miR-5616-3p	miR-5616-3p
mdo-miR-1545c-3p	miR-1545c-3p
mmu-miR-6984-3p	miR-6984-3p
cfa-miR-8810	miR-8810
mmu-miR-7078-3p	miR-7078-3p
mmu-miR-7661-5p	miR-7661-5p
bta-miR-2322-5p	miR-2322-5p
xtr-miR-428b	miR-428
rno-miR-449c-3p	miR-449c-3p
mmu-miR-6957-5p	miR-6957-5p
gga-miR-6713-3p	miR-6713-3p
mdo-miR-7322-5p	miR-7322-5p
mml-miR-3154	miR-3154
ptr-miR-3154	miR-3154
bta-miR-3154	miR-3154
mmu-miR-3154	miR-3154
gga-miR-6628-3p	miR-6628-3p
bta-miR-2284i	miR-2284i
mdo-miR-7324-3p	miR-7324-3p
cfa-miR-8816	miR-8816
gga-miR-3524a	miR-3524
mdo-miR-7359-5p	miR-7359-5p
gga-miR-15c-3p	miR-15c-3p
bta-miR-2285s	miR-2285s
rno-miR-483-5p	miR-483-5p
mmu-miR-483-5p	miR-483-5p
rno-miR-873-3p	miR-873-3p
mmu-miR-873a-3p	miR-873a-3p
mdo-miR-151	miR-151
gga-miR-1591-3p	miR-1591-3p
bta-miR-6531	miR-6531
mmu-miR-7042-5p	miR-7042-5p
mmu-miR-881-5p	miR-881-5p
mml-miR-6529-5p	miR-6529-5p
bta-miR-6529a	miR-6529a
gga-miR-7473-5p	miR-7473-5p
bta-miR-2397-3p	miR-2397-3p
gga-miR-1722-3p	miR-1722-3p
mdo-miR-7371c-3p	miR-7371-3p
mdo-miR-7371d-3p	miR-7371-3p
mdo-miR-7371f-3p	miR-7371-3p
mdo-miR-7371g-3p	miR-7371-3p
mmu-miR-292b-3p	miR-292b-3p
gga-miR-1628	miR-1628/6703-3p
gga-miR-6703-3p	miR-1628/6703-3p
mml-miR-3140	miR-3140
gga-miR-3539	miR-3539
mmu-miR-7086-5p	miR-7086-5p
mmu-miR-7084-5p	miR-7084-5p
mmu-miR-7058-5p	miR-7058-5p
mdo-miR-7377-5p	miR-7377-5p
bta-miR-2284w	miR-2284w
mml-miR-577-5p	miR-577-5p
ptr-miR-577	miR-577
cfa-miR-3958	miR-3958
rno-miR-383-5p	miR-383-5p
mmu-miR-383-5p.2	miR-383-5p.2
mmu-miR-1969	miR-1969
mml-miR-576-3p	miR-576-3p
ptr-miR-576	miR-576
mmu-miR-10b-3p	miR-10b-3p
gga-miR-1667-5p	miR-1667-5p
mmu-miR-3086-5p	miR-3086-5p
bta-miR-2393	miR-2393
ptr-miR-548p	miR-548p
mmu-miR-6417	miR-6417
gga-miR-1720-3p	miR-1720-3p
mdo-miR-7285-3p	miR-7285-3p
mdo-miR-7373d-3p	miR-7373d-3p
gga-miR-6685-5p	miR-6685-5p/6705-5p
gga-miR-6705-5p	miR-6685-5p/6705-5p
rno-miR-3590-3p	miR-3590-3p
mmu-miR-7025-3p	miR-7025-3p
gga-miR-1695	miR-1695
xtr-miR-29a	miR-29
xtr-miR-29b	miR-29
xtr-miR-29c-3p	miR-29
xtr-miR-29d	miR-29
gga-miR-29a-3p	miR-29-3p
gga-miR-29b-3p	miR-29-3p
gga-miR-29c-3p	miR-29-3p
mml-miR-29b-3p	miR-29-3p
mml-miR-29c-3p	miR-29-3p
ptr-miR-29b	miR-29
ptr-miR-29c	miR-29
cfa-miR-29a	miR-29
cfa-miR-29b	miR-29
cfa-miR-29c	miR-29
bta-miR-29b	miR-29-3p
bta-miR-29c	miR-29-3p
bta-miR-29d-3p	miR-29-3p
rno-miR-29a-3p	miR-29-3p
rno-miR-29b-3p	miR-29-3p
rno-miR-29c-3p	miR-29-3p
mdo-miR-29a-3p	miR-29-3p
mdo-miR-29b-3p	miR-29-3p
mmu-miR-29a-3p	miR-29-3p
mmu-miR-29b-3p	miR-29-3p
mmu-miR-29c-3p	miR-29-3p
mmu-miR-3102-3p	miR-3102-3p
gga-miR-1595-5p	miR-1595-5p
gga-miR-1737	miR-1737
rno-miR-3548	miR-3548
mmu-miR-6345	miR-6345/6357
mmu-miR-6357	miR-6345/6357
gga-miR-1768	miR-1768
mdo-miR-7280-5p	miR-7280-5p
mmu-miR-6969-5p	miR-6969-5p
gga-miR-1661	miR-1661
xtr-miR-15a	miR-15/16
xtr-miR-15b	miR-15/16
xtr-miR-15c	miR-15/16
xtr-miR-16a	miR-15/16
xtr-miR-16b	miR-15/16
xtr-miR-16c	miR-15/16
gga-miR-15a	miR-15-5p/16-5p
gga-miR-15b-5p	miR-15-5p/16-5p
gga-miR-15c-5p	miR-15-5p/16-5p
gga-miR-16-5p	miR-15-5p/16-5p
gga-miR-16c-5p	miR-15-5p/16-5p
mml-miR-15a-5p	miR-15-5p/16-5p/195-5p/424-5p/497-5p
mml-miR-15b-5p	miR-15-5p/16-5p/195-5p/424-5p/497-5p
mml-miR-16-5p	miR-15-5p/16-5p/195-5p/424-5p/497-5p
mml-miR-195-5p	miR-15-5p/16-5p/195-5p/424-5p/497-5p
mml-miR-424-5p	miR-15-5p/16-5p/195-5p/424-5p/497-5p
mml-miR-497-5p	miR-15-5p/16-5p/195-5p/424-5p/497-5p
ptr-miR-15a	miR-15/16/195/424/497
ptr-miR-15b	miR-15/16/195/424/497
ptr-miR-16	miR-15/16/195/424/497
ptr-miR-195	miR-15/16/195/424/497
ptr-miR-424	miR-15/16/195/424/497
ptr-miR-497	miR-15/16/195/424/497
cfa-miR-15a	miR-15/16/195/497
cfa-miR-15b	miR-15/16/195/497
cfa-miR-16	miR-15/16/195/497
cfa-miR-195	miR-15/16/195/497
cfa-miR-497	miR-15/16/195/497
bta-miR-15a	miR-15/16/195/424-5p/497
bta-miR-15b	miR-15/16/195/424-5p/497
bta-miR-16a	miR-15/16/195/424-5p/497
bta-miR-16b	miR-15/16/195/424-5p/497
bta-miR-195	miR-15/16/195/424-5p/497
bta-miR-424-5p	miR-15/16/195/424-5p/497
bta-miR-497	miR-15/16/195/424-5p/497
rno-miR-15a-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
rno-miR-15b-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
rno-miR-16-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
rno-miR-195-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
rno-miR-322-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
rno-miR-497-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mdo-miR-15a-5p	miR-15-5p/16-5p/195/497-5p
mdo-miR-16-5p	miR-15-5p/16-5p/195/497-5p
mdo-miR-195	miR-15-5p/16-5p/195/497-5p
mdo-miR-497-5p	miR-15-5p/16-5p/195/497-5p
mmu-miR-15a-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-15b-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-16-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-195a-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-195b	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-322-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-497a-5p	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-1907	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-6342	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-6353	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mmu-miR-6419	miR-15-5p/16-5p/195-5p/322-5p/497-5p
mml-miR-503-5p	miR-503-5p
ptr-miR-503	miR-503
cfa-miR-503	miR-503
bta-miR-503-5p	miR-503-5p/6519
bta-miR-6519	miR-503-5p/6519
rno-miR-503-5p	miR-503-5p
mmu-miR-503-5p	miR-503-5p
ptr-miR-646	miR-646
gga-miR-2129	miR-2129
gga-miR-6566-3p	miR-6566-3p
mmu-miR-6346	miR-6346/6350
mmu-miR-6350	miR-6346/6350
mmu-miR-5626-3p	miR-5626-3p
mmu-miR-6402	miR-5626-3p
bta-miR-29e	miR-29e
mmu-miR-6411	miR-6411
mml-miR-1179	miR-1179
ptr-miR-1179	miR-1179
bta-miR-1179	miR-1179
mmu-miR-1955-3p	miR-1955-3p
mml-miR-449b-3p	miR-449b-3p
mmu-miR-693-5p	miR-693-5p
cfa-miR-449b	miR-449
gga-miR-1627-3p	miR-1627-3p
mdo-miR-7311-5p	miR-7311-5p
cfa-miR-8844	miR-8844
ptr-miR-575	miR-575
mmu-miR-7667-5p	miR-7667-5p
gga-miR-3525	miR-3525
ptr-miR-3943	miR-3943
gga-miR-1595-3p	miR-1595-3p
gga-miR-1618-3p	miR-1618-3p
rno-miR-349	miR-349
mml-miR-129-1-3p	miR-129-3p
mml-miR-129-2-3p	miR-129-3p
bta-miR-129-3p	miR-129-3p
rno-miR-129-1-3p	miR-129-3p
rno-miR-129-2-3p	miR-129-3p
mdo-miR-129-3p	miR-129-3p/7373-5p/7374-5p/7375-5p
mdo-miR-7373a-5p	miR-129-3p/7373-5p/7374-5p/7375-5p
mdo-miR-7373b-5p	miR-129-3p/7373-5p/7374-5p/7375-5p
mdo-miR-7373c-5p	miR-129-3p/7373-5p/7374-5p/7375-5p
mdo-miR-7373d-5p	miR-129-3p/7373-5p/7374-5p/7375-5p
mdo-miR-7374a-5p	miR-129-3p/7373-5p/7374-5p/7375-5p
mdo-miR-7374b-5p	miR-129-3p/7373-5p/7374-5p/7375-5p
mdo-miR-7375-5p	miR-129-3p/7373-5p/7374-5p/7375-5p
mmu-miR-129-1-3p	miR-129-3p
mmu-miR-129-2-3p	miR-129-3p
mdo-miR-7337-5p	miR-7337-5p
mmu-miR-681	miR-681
gga-miR-1589	miR-1589
ptr-miR-596	miR-596
bta-miR-2353	miR-2353
cfa-miR-8800	miR-8800
mmu-miR-6546-3p	miR-6546-3p
mmu-miR-7671-3p	miR-7671-3p
mdo-miR-7376-5p	miR-7376-5p
mmu-miR-8110	miR-8110
mmu-miR-6239	miR-6239/6351
mmu-miR-6351	miR-6239/6351
gga-miR-1730-5p	miR-1730-5p
mml-miR-449a-3p	miR-449a-3p
rno-miR-449a-3p	miR-449a-3p
mdo-miR-449a-3p	miR-449a-3p
mmu-miR-449a-3p	miR-449a-3p
mmu-miR-1198-3p	miR-1198-3p
bta-miR-2484	miR-2484
mmu-miR-5112	miR-5112
mmu-miR-1929-3p	miR-1929-3p
gga-miR-7472-3p	miR-7472-3p
bta-miR-2350	miR-2350
mml-miR-99a-3p	miR-99a-3p
mdo-miR-7376-3p	miR-7376-3p
bta-miR-423-3p	miR-423-3p
mml-miR-99b-3p	miR-99b-3p
xtr-miR-22-3p	miR-22-3p
gga-miR-22-3p	miR-22-3p
mml-miR-22	miR-22
ptr-miR-22	miR-22
cfa-miR-22	miR-22
bta-miR-22-3p	miR-22-3p
rno-miR-22-3p	miR-22-3p
mdo-miR-22-3p	miR-22-3p
mmu-miR-22-3p	miR-22-3p
gga-miR-449c-3p	miR-449-3p/1727
gga-miR-1727	miR-449-3p/1727
mmu-miR-7085-3p	miR-7085-3p
mmu-miR-7669-3p	miR-7669-3p/7688-5p
mmu-miR-7688-5p	miR-7669-3p/7688-5p
rno-miR-133c	miR-133
mmu-miR-6937-5p	miR-6937-5p
gga-miR-1658-3p	miR-1658-3p/6578-5p
gga-miR-6578-5p	miR-1658-3p/6578-5p
mmu-miR-6928-3p	miR-6928-3p
gga-miR-21-5p	miR-21-5p
mml-miR-21-5p	miR-21-5p/590-5p
mml-miR-590-5p	miR-21-5p/590-5p
ptr-miR-21	miR-21
cfa-miR-21	miR-21
bta-miR-21-5p	miR-21-5p
rno-miR-21-5p	miR-21-5p
mdo-miR-21-5p	miR-21-5p
mmu-miR-21a-5p	miR-21-5p
mmu-miR-21c	miR-21-5p
mmu-miR-590-5p	miR-21-5p
bta-miR-1843	miR-1843
cfa-miR-8857	miR-8857
gga-miR-100-3p	miR-100-3p/1726
gga-miR-1726	miR-100-3p/1726
mml-miR-100-3p	miR-100-3p
mdo-miR-100-3p	miR-100-3p
mmu-miR-3095-5p	miR-3095-5p
mmu-miR-7223-5p	miR-7223-5p
gga-miR-7453-3p	miR-7453-3p
mml-miR-208a-5p	miR-208-5p
mml-miR-208b-5p	miR-208-5p
rno-miR-208a-5p	miR-208-5p
rno-miR-208b-5p	miR-208-5p
mdo-miR-208b-5p	miR-208-5p
mmu-miR-208a-5p	miR-208a-5p
mmu-miR-208b-5p	miR-208a-5p
mmu-miR-6415	miR-208a-5p
mml-miR-7164-5p	miR-7164-5p
rno-miR-3589	miR-3589
mmu-miR-1958	miR-1958
gga-miR-1588	miR-1588
mmu-miR-298-3p	miR-298-3p
mdo-miR-7292-5p	miR-7292-5p
mmu-miR-6999-5p	miR-6999-5p/7054-5p
mmu-miR-7054-5p	miR-6999-5p/7054-5p
bta-miR-2426	miR-2426
mdo-miR-7387-3p	miR-7387-3p
gga-miR-6664-3p	miR-6664-3p
gga-miR-6603-3p	miR-6603-3p
ptr-miR-1197	miR-1197
bta-miR-1197	miR-1197
mmu-miR-1197-3p	miR-1197-3p
bta-miR-2285q	miR-2285q
mmu-miR-6962-5p	miR-6962-5p
cfa-miR-8900	miR-8900
mmu-miR-7012-5p	miR-7012-5p/7057-5p/8113/8119
mmu-miR-7057-5p	miR-7012-5p/7057-5p/8113/8119
mmu-miR-8113	miR-7012-5p/7057-5p/8113/8119
mmu-miR-8119	miR-7012-5p/7057-5p/8113/8119
hsa-miR-9500	miR-9500
gga-miR-6606-5p	miR-6606-5p
